artifact_label,artifact_path,artifact_sha256,rows_read,present_provenance_roles,resolved_columns,missing_provenance_roles,mean_present_field_completeness,provenance_status,artifact_hash_available,versioning_readiness,scope_guardrail
obs078a_confusion_matrices,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_confusion_matrices.csv,b9a6ec1e37f207aaf742d7ed7a656e7c2967beb763470000bd12e4d8eb120d24,324,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_importance,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_feature_importance.csv,0ef971e86ab7932bfee891412ff7ae7de381db2158933898e5cec8e6ce0cd99d,1740,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_manifest,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_feature_manifest.csv,c7be240e12fe5ecbea72339764fba053e0f14a6697ee3771311c8d33d1e5f0cf,111,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_table,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_feature_table.csv,8143f2e9797d7044897a71b5b391c9445a4e6740746d4d7a18e940d4999b7ca3,168,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_input_manifest,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_input_manifest.csv,5a2d4a04932d74bcaf25375782aa35b780d4fb319b49df46e601849c6702108b,18,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_panel_scores,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_panel_scores.csv,eded47e916d023df843fb2d13fca74cf8e7a5484d56518f51a3e3643fb3282bf,48,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_permutation_scores,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_permutation_scores.csv,c97c71f6c9dce68fa0ffd795a285dd6f878686467b80d70b186c7ad4eaf3ca89,2400,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_permutation_summary,outputs/comparisons/obs078a_mechanistic_signature_classifier/obs078a_permutation_summary.csv,24cc08271047fcc288398c3fc57359f6210c6ab60744c59349297406a0c2d659,24,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_confusion_matrices__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_confusion_matrices.csv,5c66147a04d73b91bfc68b7f505b26617424639bfa0ab9da810d9c409bb75636,648,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_importance__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_feature_importance.csv,4222a52bce4b9252831a1b362be56170c659d6cfb1baee8fe7c0c7cc88a4deb0,2736,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_manifest__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_feature_manifest.csv,94ebfffb360c3d4f65d4ca480e65275ba651fa1b31d8dedf550222f6c58d1fe4,112,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_feature_table__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_feature_table.csv,936802c75f758ab3b798d6c669e1cbc04323c2f1f610b5f7f39ad71c5437b6ca,168,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_input_manifest__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_input_manifest.csv,5a2d4a04932d74bcaf25375782aa35b780d4fb319b49df46e601849c6702108b,18,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_panel_scores__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_panel_scores.csv,3e3dba5dc623512213b32c1b686246d0fde5a518c7b01afe590daef3ce9c0aaf,96,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_permutation_scores__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_permutation_scores.csv,d5c0159cadb5e226b6627a513a50ac18e635a33738f0aa1632949f270f8f2129,4800,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078a_permutation_summary__2,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_permutation_summary.csv,ff785b609938f8233f5cfda659b51eae08df54f74f3a87450fa39a743a48c038,48,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_confusion_matrices,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_confusion_matrices.csv,822fbbe18152d5cd45c4a3f7a0633f968273f1df669d3b7b0034ea05f363dcc3,828,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_feature_importance,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_feature_importance.csv,649813718aec9c718a0f330b483b6daeeee459664975de9035f4dcfce61e5de0,1940,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_feature_sets,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_feature_sets.csv,bb189014e263dd1bcf2198ea376dec875c7bad63e0a1a840eebb7a07de8e215a,388,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_input_manifest,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_input_manifest.csv,7c9667171cf37cfeced9f47cccab2a28f3fa75cf7c62eb61f8fd6790818ed135,2,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_panel_scores,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_panel_scores.csv,5b113cabfbdcd839157f617790fc0f40253eb845032bc3686e4d2c9176bca9aa,92,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_permutation_scores,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_permutation_scores.csv,4c02600e10045ab91dda9546a99d71c0bb5f2106f1c5b482d533f58ba24dd3ee,6900,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078b_permutation_summary,outputs/comparisons/obs078b_minimal_signature_ablation/obs078b_permutation_summary.csv,27a591ec10522599e177bc1c47dc46601d7569c2f91c6217429cf85e5536ad19,69,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_case_cohort_matrix,outputs/comparisons/obs078c_stability_signature_localization/obs078c_case_cohort_matrix.csv,7a2bc8b895928ddf7b02ca94cc4c6c7637a30f36e17003b712e14d60d43f6b9d,6,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_case_object_matrix,outputs/comparisons/obs078c_stability_signature_localization/obs078c_case_object_matrix.csv,7440d65388597c770c79eca424b23d7af79d06f6f81bf53618c856ce6e382c6b,8,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,22622fb90b081826b4ab028203ae6ac35e1efa0dc665b3d003639cb19f4e1bef,168,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,ab36e9b80dc6543e70c106a88a2a16587a4689f182c7bc43cc0f016d21cc94c6,1,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,c3bc90ad37dc0763b33417a6d340cb810756a78d685403d239851e388606b1fa,143,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,8d40cfe897a0fd3683f70e03b2c3beed8d1840d418e8f0cbbdebd0d2ca2748ea,3,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,745c5c0df68b9da1167ebb235fe8b6e9406d083783e6b1060b9ea69ceca6adcd,18,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,0298cb5700e5785a2edf47d477b9e961dbaaabd3d79135908769c7820cb25c04,21,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,5f2c74de7f9404accb02dbee19bb3a16f8210d0f9caec8f35860546e031b134d,115,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,7d1f628b511e09a41b0e378879c6946ae464863274142cfa9e6fd117c3383d39,30,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,8699853bdf966df4188d9253a6432da920c3b4ba4a10a9c97927cb2acc24ce56,14,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,af364182ea18e60c0607064f74f5003c95f688fb350f0b21274fa14af6eb089b,149,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,7aef0662f19bae473abd5e472d9f003a8ca48fb6224342bdd7cc6f7e415a8278,3,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,3e9f2fee0d26a81a80a0e8c41993f9ebfab023c1f1355dc1003e88814f071006,2020,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,ca6e0e13cfa432018f7c226045f44aecca230aa1e3a74a418b9d3f1f2f4cdfc7,3,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,f7ad1fd8f43e05a811cacabc793f1ea901a4b21627852ae44add580ab9027676,1,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,0,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,23b151b794a6d50aff9a5febe68c9478a52644974f959db62236d34bac283672,4032,model|observation,model:model|observation:row_id,source_pointer|run_or_campaign|corpus_origin|contract|record,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,9f0bde7f67bc1b075d7b20d2e3ff419879562040402bf038a6dba0448100a419,356,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,ff7df4d29e21a07e5efe45ef9e12c6aa4e76b2f68bc66f612407cd919f091b87,44,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079a_validation_groups,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_validation_groups.csv,66ef0f1e3ce347e67a3e79dc3c1dd4b31c3747b6a5b9d2b2497321a374d971ee,89,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_ci_by_case,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_ci_by_case.csv,e62def6a7817e9c40c396975b1bcb578aec2fc0526e2eb0a3c489bfb11d35369,30,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_ci_by_cohort,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_ci_by_cohort.csv,3f08eab4701abd885b9e8d4a701a349a3f9e5672cad573b15a8fda36a56bf182,180,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_ci_by_object,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_ci_by_object.csv,f6f21941b1b7ff0b0ac198c0760a9c0427838df772e546f46cddb7c80d038a98,210,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_ci_by_object_cohort,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_ci_by_object_cohort.csv,32bfef5ca1083cf1f825e041af9ca9e8c0ca10132891d5c1908280798d0e33dc,1150,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_ci_by_transition,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_ci_by_transition.csv,68de76e843627683608928c3f2a649655688c9dd24906cebcc9ab31a6bb569ee,140,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_pairwise_case_contrasts,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_pairwise_case_contrasts.csv,059cbb38bd01fba96fdeade81143cb37d0009d2be264da821b2108bf014268cc,30,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_pairwise_case_contrasts_by_cohort,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_pairwise_case_contrasts_by_cohort.csv,2181a31ac257e7626db97a8dc9bae4b702405ce24d4bfe84bec73c260fed6ddb,180,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_pairwise_case_contrasts_by_object,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_pairwise_case_contrasts_by_object.csv,2f2dbd926c505557a681a5997f30cced0c2ff89eba5d856a4abdcf73ef465196,180,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_bootstrap_pairwise_case_contrasts_by_transition,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_bootstrap_pairwise_case_contrasts_by_transition.csv,25df92291cda1d2fd62fd5c881d728bada81cda54fc519199982873f6509871b,130,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_feature_zscores,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_feature_zscores.csv,22622fb90b081826b4ab028203ae6ac35e1efa0dc665b3d003639cb19f4e1bef,168,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_group_inventory,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_group_inventory.csv,b6671a27c36492f563961f0b975ad1eb00a2ba161869fb75cbabe4fb10a6c8c5,171,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_input_manifest,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_input_manifest.csv,ab36e9b80dc6543e70c106a88a2a16587a4689f182c7bc43cc0f016d21cc94c6,1,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079b_zscore_stats,outputs/comparisons/obs079b_stability_signature_bootstrap_ci/obs079b_zscore_stats.csv,7aef0662f19bae473abd5e472d9f003a8ca48fb6224342bdd7cc6f7e415a8278,3,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079c_confusion_matrices,outputs/comparisons/obs079c_pairwise_stability_classifiers/obs079c_confusion_matrices.csv,e47b36ff1b7a4a91a706e491bc989aa9524419c740dfdf4f90775dcec63edeca,6048,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079c_failures,outputs/comparisons/obs079c_pairwise_stability_classifiers/obs079c_failures.csv,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,0,,,source_pointer|run_or_campaign|model|corpus_origin|contract|record|observation,0.0,artifact_hash_only_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
obs079c_feature_importance,outputs/comparisons/obs079c_pairwise_stability_classifiers/obs079c_feature_importance.csv,ad985a0511aa5353926c9eda5f956bb828dbcb50c5ead46aa77c08c116a7d51f,2160,model,model:model,source_pointer|run_or_campaign|corpus_origin|contract|record|observation,1.0,partial_schema_provenance,True,candidate_source_manifest_ready,schema-level provenance only; scientific lineage equivalence remains to be audited
