paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,target_global_rank,address_target_rank,sealed_candidate_status,candidate_interpretation
PP-778ec16ea273e1c19101f18e,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e6f06cff0429bd63b144244d,PD-0bad2428f6fd31922afd2082,6.0,6.0,12.0,6.0,0.0,0.52,0.509,0.509,0.906,0.904,0.904,0.0020000000000000018,0.025000000000000022,0.7486666666666667,0.7475,0.7475,4.492,4.485,4.485,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,11,11,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-0d91eeaf807cce0633d79805,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-caeace861f5c15b3067cc461,PD-adeba773b3926bc8a0ab3d5b,6.0,6.0,12.0,6.0,0.0,0.569,0.509,0.509,0.985,0.977,0.977,0.008000000000000007,0.041999999999999926,0.7374999999999999,0.7376666666666667,0.7374999999999999,4.425,4.426,4.425,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,12,12,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-bf9dc21bd8a91623df2b8744,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2fce0fa380359ba5627f1e04,PD-96f1058ac331a92f54b6c8fe,5.0,8.0,13.0,8.0,3.0,0.62,0.626,0.62,0.991,0.922,0.922,0.06899999999999995,0.02200000000000002,0.7544,0.5035,0.5035,3.772,4.028,3.772,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,13,1,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-90af40a91a74c8f0a0a7ae29,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4c5a8320f4f2b29dbe4f9583,PD-a1863a23453be830f9fbeb73,5.0,8.0,13.0,8.0,3.0,0.621,0.614,0.614,0.999,0.927,0.927,0.07199999999999995,0.03299999999999992,0.7468,0.496125,0.496125,3.734,3.969,3.734,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,14,2,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-cae8df08c8138f1f8e11afc0,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d511390719893f7e06b07bb5,PD-31a502eec50fe7112c934dc8,5.0,8.0,13.0,8.0,3.0,0.623,0.612,0.612,0.999,0.919,0.919,0.07999999999999996,0.04600000000000004,0.7442,0.497625,0.497625,3.721,3.981,3.721,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,15,3,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-9cabce8d3078ca274ef484a2,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a25be2c4916d0cb2dea25733,PD-392987b3312bd835674a5549,5.0,8.0,13.0,8.0,3.0,0.612,0.62,0.612,0.998,0.922,0.922,0.07599999999999996,0.03500000000000003,0.7512,0.49075,0.49075,3.756,3.926,3.756,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,16,4,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-0570bfcda3948bc848c616ca,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ff72dc2cadc3fb5f6037fe5d,PD-a12a4e7a48754ebfe023cfef,5.0,8.0,13.0,8.0,3.0,0.598,0.619,0.598,0.998,0.926,0.926,0.07199999999999995,0.06300000000000006,0.7412,0.49675,0.49675,3.706,3.974,3.706,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,17,5,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-7df13a5fa3485c9a6a114767,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-afbaedb475a64486f33acb1e,PD-083cc0c4c0dd821b0f1ec68c,5.0,8.0,13.0,8.0,3.0,0.589,0.597,0.589,0.983,0.912,0.912,0.07099999999999995,0.03400000000000003,0.75,0.49925,0.49925,3.75,3.994,3.75,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,18,6,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-3790fb0e5559953faaa66807,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4a15237ff95377460aab3767,PD-ca39c3720ff3b5283624c951,5.0,8.0,13.0,8.0,3.0,0.58,0.624,0.58,0.998,0.917,0.917,0.08099999999999996,0.04700000000000004,0.7462,0.494875,0.494875,3.731,3.959,3.731,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,19,7,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-a3b315ba23676a4c31d99572,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9d86bb68db61993ea086da04,PD-456cefb04715940fe04e6d2d,5.0,8.0,13.0,8.0,3.0,0.573,0.623,0.573,1.0,0.924,0.924,0.07599999999999996,0.04299999999999998,0.7398,0.488875,0.488875,3.699,3.911,3.699,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,20,8,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-4c59e20c33782071fd3811ff,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-82749d8550648dfef2c5768d,PD-7572f11ab995b5931c5c8a5a,5.0,8.0,13.0,8.0,3.0,0.562,0.611,0.562,0.999,0.905,0.905,0.09399999999999997,0.02400000000000002,0.7464000000000001,0.503125,0.503125,3.732,4.025,3.732,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,21,9,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-bd290ec076c737e3d680a878,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7a724a33a25ef36685be358c,PD-ab2e48a03e6cada56b4f429d,5.0,8.0,13.0,8.0,3.0,0.549,0.586,0.549,0.977,0.892,0.892,0.08499999999999996,0.025000000000000022,0.746,0.49875,0.49875,3.73,3.99,3.73,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,22,10,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-940afef89192d494552c3ab4,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e518c16565ed48437c9b6f63,PD-969cc1be1eddc41b5dd01aec,5.0,8.0,13.0,8.0,3.0,0.547,0.603,0.547,0.997,0.918,0.918,0.07899999999999996,0.03799999999999992,0.7445999999999999,0.497,0.497,3.723,3.976,3.723,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,23,11,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-ad9e7d8e94f915558566f655,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e7aed5d5d9db301203f97864,PD-8a2a1632753049cfb1bf02ae,6.0,8.0,14.0,8.0,2.0,0.69,0.573,0.573,0.949,0.85,0.85,0.09899999999999998,0.03600000000000003,0.749,0.499,0.499,4.494,3.992,3.992,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,24,12,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-dcf31ac6e330465f30987de6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1fa30a6ff3948f218117dfd2,PD-125fbead98f37121eb920d99,6.0,8.0,14.0,8.0,2.0,0.662,0.57,0.57,0.994,0.895,0.895,0.09899999999999998,0.04099999999999998,0.7496666666666667,0.50125,0.50125,4.498,4.01,4.01,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,25,13,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-14fdc1d25c6b1196ab09bf24,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-44d6118436559b274244dc7b,PD-5c586a51e93dc581ccf11c82,6.0,8.0,14.0,8.0,2.0,0.669,0.548,0.548,0.987,0.88,0.88,0.10699999999999998,0.03699999999999992,0.7486666666666667,0.503125,0.503125,4.492,4.025,4.025,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,26,14,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-17e94426e52412be12ccf91c,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3c32840d9fd92263f38ceabd,PD-8eca83cba4abc17b0166ee22,8.0,8.0,16.0,8.0,0.0,0.642,0.606,0.606,0.92,0.898,0.898,0.02200000000000002,0.03700000000000003,0.7425,0.745625,0.7425,5.94,5.965,5.94,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,27,13,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-c2f4087261b7e76662273358,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ed16942bc196a928aa4ee8a1,PD-b371cebac56a556cb2323237,6.0,10.0,16.0,10.0,4.0,0.601,0.665,0.601,0.902,0.761,0.761,0.14100000000000001,0.026000000000000023,0.7453333333333334,0.4993,0.4993,4.472,4.993,4.472,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,28,15,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-562fb0647a539929fdedfd5d,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-87eeaff788c4934f5277776b,PD-55af5664aa3036d791128955,8.0,8.0,16.0,8.0,0.0,0.626,0.588,0.588,0.923,0.908,0.908,0.015000000000000013,0.046999999999999986,0.7465,0.746125,0.746125,5.972,5.969,5.969,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,29,14,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-a7e84f0e3e8e6bff174b5c7b,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-46436b2df7bc8c6ad504d128,PD-0b4d713a67dc5961390de7a3,8.0,8.0,16.0,8.0,0.0,0.586,0.577,0.577,0.811,0.822,0.811,0.010999999999999899,0.04400000000000001,0.74825,0.754,0.74825,5.986,6.032,5.986,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,30,15,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-8d63ef506eb04a20e701df2f,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3f026be30fc757dc464e3634,PD-abbecc52a4824589774f06d6,8.0,10.0,18.0,10.0,2.0,0.641,0.521,0.521,0.859,0.665,0.665,0.19399999999999995,0.023999999999999966,0.74925,0.5,0.5,5.994,5.0,5.0,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,31,16,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-9ce0941c8a80e4586a4ac649,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-781149b0db9976d3f3f2ef1c,PD-2258c66ccf11c9623c5bf03d,8.0,10.0,18.0,10.0,2.0,0.641,0.503,0.503,0.886,0.659,0.659,0.22699999999999998,0.03200000000000003,0.744375,0.4852999999999999,0.4852999999999999,5.955,4.853,4.853,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,32,17,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
